Strategy,Sharpe,Fitness,TO,DD
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=180,n=12)",4.948,13.215,0.200,-0.056
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=180,n=12)",4.948,13.215,0.200,-0.056
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=180,n=12)",4.948,13.215,0.200,-0.056
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=180,n=12)",4.948,13.215,0.200,-0.056
"CorrSelect(mw=0.05,mc=0.7,n=16)",4.936,12.300,0.253,-0.047
"CorrSelect(mw=0.05,mc=0.7,n=16)",4.936,12.300,0.253,-0.047
"CorrSelect(mw=0.05,mc=0.7,n=16)",4.936,12.300,0.253,-0.047
"CorrSelect(mw=0.05,mc=0.7,n=16)",4.936,12.300,0.253,-0.047
"CorrSelect(mw=0.05,mc=0.7,n=16)",4.936,12.300,0.253,-0.047
"CorrSelect(mw=0.05,mc=0.7,n=16)",4.936,12.300,0.253,-0.047
"ProperAdaptive(mw=0.05,lb=240)",4.931,13.537,0.205,-0.068
"QPOptimal(mw=0.03,lb=300,rb=60)",4.921,11.787,0.238,-0.055
"ProperAdaptive(mw=0.05,lb=280)",4.919,13.486,0.205,-0.068
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=280,n=7)",4.912,12.263,0.221,-0.052
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=280,n=7)",4.912,12.263,0.221,-0.052
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=280,n=7)",4.912,12.263,0.221,-0.052
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=280,n=7)",4.912,12.263,0.221,-0.052
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=280,n=7)",4.912,12.263,0.221,-0.052
"SelectSharpe(n=17,d=1)",4.890,11.749,0.207,-0.035
"QPOptimal(mw=0.05,lb=180,rb=30)",4.879,11.975,0.255,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=180,n=7)",4.875,12.264,0.186,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=180,n=7)",4.875,12.264,0.186,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=180,n=7)",4.875,12.264,0.186,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=180,n=7)",4.875,12.264,0.186,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=180,n=7)",4.875,12.264,0.186,-0.045
"QPOptimal(mw=0.05,lb=300,rb=15)",4.874,11.988,0.250,-0.055
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=240,n=7)",4.865,12.154,0.221,-0.055
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=240,n=7)",4.865,12.154,0.221,-0.055
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=240,n=7)",4.865,12.154,0.221,-0.055
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=240,n=7)",4.865,12.154,0.221,-0.055
"CorrSelAdaptive(mw=0.03,mc=0.5,lb=240,n=7)",4.865,12.154,0.221,-0.055
"QPOptimal(mw=0.05,lb=240,rb=15)",4.822,11.726,0.252,-0.052
ProperEqual(mw=0.03),4.817,11.887,0.232,-0.046
"QPOptimal(mw=0.05,lb=240,rb=30)",4.813,11.850,0.251,-0.051
"CorrSelect(mw=0.03,mc=0.7,n=17)",4.812,11.708,0.237,-0.045
"CorrSelect(mw=0.03,mc=0.7,n=17)",4.812,11.708,0.237,-0.045
"CorrSelect(mw=0.03,mc=0.7,n=17)",4.812,11.708,0.237,-0.045
"CorrSelect(mw=0.03,mc=0.7,n=17)",4.812,11.708,0.237,-0.045
"CorrSelect(mw=0.03,mc=0.7,n=17)",4.812,11.708,0.237,-0.045
"CorrSelect(mw=0.03,mc=0.7,n=17)",4.812,11.708,0.237,-0.045
"ProperAdaptive(mw=0.03,lb=180)",4.798,12.630,0.196,-0.061
"QPOptimal(mw=0.05,lb=300,rb=30)",4.789,11.707,0.249,-0.051
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=280,n=7)",4.766,11.663,0.189,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=280,n=7)",4.766,11.663,0.189,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=280,n=7)",4.766,11.663,0.189,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=280,n=7)",4.766,11.663,0.189,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=280,n=7)",4.766,11.663,0.189,-0.046
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=280,n=12)",4.762,12.469,0.202,-0.054
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=280,n=12)",4.762,12.469,0.202,-0.054
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=280,n=12)",4.762,12.469,0.202,-0.054
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=280,n=12)",4.762,12.469,0.202,-0.054
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=280,n=12)",4.762,12.469,0.202,-0.054
"ProperAdaptive(mw=0.03,lb=180)",4.756,12.430,0.198,-0.060
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=240,n=12)",4.742,12.438,0.201,-0.056
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=240,n=12)",4.742,12.438,0.201,-0.056
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=240,n=12)",4.742,12.438,0.201,-0.056
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=240,n=12)",4.742,12.438,0.201,-0.056
"CorrSelAdaptive(mw=0.03,mc=0.6,lb=240,n=12)",4.742,12.438,0.201,-0.056
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=240,n=7)",4.719,11.587,0.187,-0.047
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=240,n=7)",4.719,11.587,0.187,-0.047
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=240,n=7)",4.719,11.587,0.187,-0.047
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=240,n=7)",4.719,11.587,0.187,-0.047
"CorrSelAdaptive(mw=0.02,mc=0.5,lb=240,n=7)",4.719,11.587,0.187,-0.047
"QPOptimal(mw=0.05,lb=240,rb=60)",4.718,11.450,0.254,-0.055
"Shrinkage(lb=240,s=0.5)",4.713,11.316,0.200,-0.037
"QPOptimal(mw=0.05,lb=180,rb=15)",4.683,11.020,0.257,-0.060
"ProperAdaptive(mw=0.03,lb=280)",4.648,12.103,0.196,-0.056
RiskParity(lb=240),4.633,11.063,0.198,-0.034
"ProperAdaptive(mw=0.03,lb=240)",4.623,11.987,0.196,-0.058
ProperEqual(mw=0.02),4.618,11.312,0.195,-0.039
"SmoothAdaptive(lb=240,hl=30)",4.618,11.413,0.179,-0.035
"SmoothAdaptive(lb=240,hl=30)",4.618,11.413,0.179,-0.035
"QPOptimal(mw=0.02,lb=300,rb=60)",4.617,10.616,0.202,-0.046
"QPOptimal(mw=0.05,lb=180,rb=60)",4.616,11.006,0.256,-0.061
"ProperAdaptive(mw=0.03,lb=280)",4.611,11.967,0.195,-0.060
"CorrSelect(mw=0.02,mc=0.7,n=12)",4.593,11.548,0.189,-0.044
"CorrSelect(mw=0.02,mc=0.7,n=12)",4.593,11.548,0.189,-0.044
"CorrSelect(mw=0.02,mc=0.7,n=12)",4.593,11.548,0.189,-0.044
"CorrSelect(mw=0.02,mc=0.7,n=12)",4.593,11.548,0.189,-0.044
"CorrSelect(mw=0.02,mc=0.7,n=12)",4.593,11.548,0.189,-0.044
"CorrSelect(mw=0.02,mc=0.7,n=12)",4.593,11.548,0.189,-0.044
"QPOptimal(mw=0.03,lb=300,rb=15)",4.583,10.620,0.237,-0.059
"ProperAdaptive(mw=0.03,lb=240)",4.576,11.835,0.195,-0.061
Equal-weight,4.558,10.535,0.212,-0.035
"SmoothAdaptive(lb=240,hl=60)",4.555,11.143,0.180,-0.034
"QPOptimal(mw=0.03,lb=300,rb=30)",4.555,10.603,0.235,-0.057
"QPOptimal(mw=0.03,lb=180,rb=30)",4.532,10.317,0.246,-0.058
Adaptive(lb=240),4.526,11.070,0.181,-0.037
Momentum(lb=240),4.526,11.070,0.181,-0.037
"SmoothAdaptive(lb=300,hl=60)",4.513,11.010,0.180,-0.034
"QPOptimal(mw=0.02,lb=300,rb=30)",4.510,10.269,0.201,-0.048
"SmoothAdaptive(lb=300,hl=30)",4.497,10.956,0.179,-0.035
"QPOptimal(mw=0.03,lb=180,rb=60)",4.459,10.094,0.248,-0.060
"QPOptimal(mw=0.03,lb=240,rb=15)",4.354,9.886,0.239,-0.055
"QPOptimal(mw=0.03,lb=240,rb=60)",4.348,9.922,0.241,-0.056
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=180,n=9)",4.340,10.777,0.174,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=180,n=9)",4.340,10.777,0.174,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=180,n=9)",4.340,10.777,0.174,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=180,n=9)",4.340,10.777,0.174,-0.045
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=180,n=9)",4.340,10.777,0.174,-0.045
IC-weighted(lb=60),4.332,10.182,0.201,-0.046
"QPOptimal(mw=0.02,lb=180,rb=30)",4.332,9.544,0.208,-0.051
"QPOptimal(mw=0.03,lb=240,rb=30)",4.331,9.965,0.239,-0.055
"QPOptimal(mw=0.02,lb=180,rb=60)",4.304,9.423,0.211,-0.049
"QPOptimal(mw=0.02,lb=300,rb=15)",4.246,9.318,0.202,-0.050
"QPOptimal(mw=0.02,lb=240,rb=30)",4.224,9.384,0.204,-0.050
"QPOptimal(mw=0.02,lb=240,rb=60)",4.202,9.269,0.204,-0.050
"QPOptimal(mw=0.03,lb=180,rb=15)",4.199,9.056,0.248,-0.059
"CorrSelect(mw=0.02,mc=0.3,n=4)",4.197,8.814,0.231,-0.062
"CorrSelect(mw=0.02,mc=0.3,n=4)",4.197,8.814,0.231,-0.062
"CorrSelect(mw=0.02,mc=0.3,n=4)",4.197,8.814,0.231,-0.062
"CorrSelect(mw=0.02,mc=0.3,n=4)",4.197,8.814,0.231,-0.062
"CorrSelect(mw=0.02,mc=0.3,n=4)",4.197,8.814,0.231,-0.062
"CorrSelect(mw=0.02,mc=0.3,n=4)",4.197,8.814,0.231,-0.062
Top-5(lb=240),4.136,8.781,0.212,-0.039
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=240,n=9)",4.114,9.904,0.175,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=240,n=9)",4.114,9.904,0.175,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=240,n=9)",4.114,9.904,0.175,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=240,n=9)",4.114,9.904,0.175,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=240,n=9)",4.114,9.904,0.175,-0.046
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=280,n=9)",4.071,9.685,0.176,-0.044
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=280,n=9)",4.071,9.685,0.176,-0.044
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=280,n=9)",4.071,9.685,0.176,-0.044
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=280,n=9)",4.071,9.685,0.176,-0.044
"CorrSelAdaptive(mw=0.02,mc=0.6,lb=280,n=9)",4.071,9.685,0.176,-0.044
"QPOptimal(mw=0.02,lb=120,rb=30)",4.007,8.572,0.204,-0.041
"CorrSelect(mw=0.02,mc=0.4,n=5)",3.996,7.872,0.246,-0.060
"CorrSelect(mw=0.02,mc=0.4,n=5)",3.996,7.872,0.246,-0.060
"CorrSelect(mw=0.02,mc=0.4,n=5)",3.996,7.872,0.246,-0.060
"CorrSelect(mw=0.02,mc=0.4,n=5)",3.996,7.872,0.246,-0.060
"CorrSelect(mw=0.02,mc=0.4,n=5)",3.996,7.872,0.246,-0.060
"CorrSelect(mw=0.02,mc=0.4,n=5)",3.996,7.872,0.246,-0.060
"QPOptimal(mw=0.05,lb=120,rb=60)",3.956,8.730,0.253,-0.078
"QPOptimal(mw=0.05,lb=120,rb=30)",3.945,8.712,0.254,-0.058
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=240,n=5)",3.919,8.423,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=240,n=5)",3.919,8.423,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=240,n=5)",3.919,8.423,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=240,n=5)",3.919,8.423,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=240,n=5)",3.919,8.423,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=180,n=5)",3.899,8.430,0.196,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=180,n=5)",3.899,8.430,0.196,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=180,n=5)",3.899,8.430,0.196,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=180,n=5)",3.899,8.430,0.196,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=180,n=5)",3.899,8.430,0.196,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=240,n=4)",3.891,8.638,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=240,n=4)",3.891,8.638,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=240,n=4)",3.891,8.638,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=240,n=4)",3.891,8.638,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=240,n=4)",3.891,8.638,0.186,-0.059
"QPOptimal(mw=0.02,lb=240,rb=15)",3.891,8.255,0.203,-0.050
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=280,n=5)",3.878,8.268,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=280,n=5)",3.878,8.268,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=280,n=5)",3.878,8.268,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=280,n=5)",3.878,8.268,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.4,lb=280,n=5)",3.878,8.268,0.197,-0.062
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=180,n=4)",3.875,8.602,0.186,-0.060
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=180,n=4)",3.875,8.602,0.186,-0.060
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=180,n=4)",3.875,8.602,0.186,-0.060
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=180,n=4)",3.875,8.602,0.186,-0.060
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=180,n=4)",3.875,8.602,0.186,-0.060
"ProperAdaptive(mw=0.02,lb=180)",3.835,8.968,0.170,-0.047
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=280,n=4)",3.812,8.377,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=280,n=4)",3.812,8.377,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=280,n=4)",3.812,8.377,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=280,n=4)",3.812,8.377,0.186,-0.059
"CorrSelAdaptive(mw=0.02,mc=0.3,lb=280,n=4)",3.812,8.377,0.186,-0.059
"QPOptimal(mw=0.02,lb=180,rb=15)",3.790,7.752,0.209,-0.054
"QPOptimal(mw=0.02,lb=120,rb=60)",3.769,7.761,0.208,-0.050
"QPOptimal(mw=0.05,lb=120,rb=15)",3.747,7.940,0.259,-0.053
"ProperAdaptive(mw=0.02,lb=180)",3.724,8.585,0.171,-0.047
"ProperAdaptive(mw=0.02,lb=280)",3.694,8.563,0.170,-0.044
"ProperAdaptive(mw=0.02,lb=240)",3.651,8.393,0.170,-0.046
"ProperAdaptive(mw=0.02,lb=280)",3.624,8.300,0.169,-0.047
"ProperAdaptive(mw=0.02,lb=240)",3.596,8.198,0.169,-0.049
"SelectSharpe(n=14,d=2)",3.577,9.021,0.140,-0.046
"SelectSharpe(n=14,d=2)",3.577,9.021,0.140,-0.046
"SelectSharpe(n=14,d=2)",3.577,9.021,0.140,-0.046
"SelectSharpe(n=14,d=2)",3.577,9.021,0.140,-0.046
"QPOptimal(mw=0.03,lb=120,rb=60)",3.564,7.209,0.246,-0.071
"MinVarBayesian(mw=0.03,lb=240,hl=90)",3.467,7.907,0.191,-0.051
"MinVarBayesian(mw=0.03,lb=240,hl=45)",3.457,7.814,0.194,-0.050
"MinVarBayesian(mw=0.03,lb=280,hl=45)",3.436,7.752,0.193,-0.050
"MinVarBayesian(mw=0.03,lb=280,hl=90)",3.435,7.814,0.190,-0.051
"ProperDecay(mw=0.05,lb=240,d=2,hl=90)",3.384,8.725,0.161,-0.069
"ProperDecay(mw=0.05,lb=280,d=2,hl=90)",3.382,8.726,0.161,-0.068
"ProperDecay(mw=0.05,lb=240,d=2,hl=60)",3.376,8.701,0.160,-0.071
"ProperDecay(mw=0.05,lb=280,d=2,hl=60)",3.371,8.693,0.160,-0.070
"QPOptimal(mw=0.02,lb=120,rb=15)",3.371,6.531,0.210,-0.051
"ProperDecay(mw=0.05,lb=240,d=2,hl=30)",3.368,8.698,0.159,-0.073
"ProperDecay(mw=0.05,lb=280,d=2,hl=30)",3.347,8.623,0.159,-0.072
"QPOptimal(mw=0.03,lb=120,rb=30)",3.292,6.462,0.244,-0.067
"CVXPYLedoitSharpe(mw=0.03,lb=280,l2=0.05,hl=90)",3.203,7.623,0.164,-0.059
"CVXPYLedoitSharpe(mw=0.03,lb=280,l2=0.01,hl=90)",3.203,7.622,0.164,-0.059
"CVXPYLedoitSharpe(mw=0.03,lb=280,l2=0.001,hl=90)",3.201,7.611,0.164,-0.059
"MinVarBayesian(mw=0.02,lb=240,hl=90)",3.172,7.074,0.159,-0.043
"CVXPYLedoitSharpe(mw=0.03,lb=280,l2=0.05,hl=45)",3.167,7.482,0.163,-0.062
"CVXPYLedoitSharpe(mw=0.03,lb=280,l2=0.01,hl=45)",3.166,7.480,0.163,-0.062
"CVXPYLedoitSharpe(mw=0.03,lb=280,l2=0.001,hl=45)",3.162,7.457,0.163,-0.062
"CVXPYLedoitSharpe(mw=0.03,lb=240,l2=0.05,hl=90)",3.142,7.405,0.164,-0.060
"CVXPYLedoitSharpe(mw=0.03,lb=240,l2=0.01,hl=90)",3.142,7.405,0.164,-0.060
"CVXPYLedoitSharpe(mw=0.03,lb=240,l2=0.001,hl=90)",3.141,7.395,0.164,-0.060
"MinVarBayesian(mw=0.02,lb=280,hl=90)",3.125,6.936,0.159,-0.043
"CVXPYMVUtility(mw=0.03,lb=240,k=4.0,tc=0.1,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=2.0,tc=0.1,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=1.0,tc=0.1,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=4.0,tc=0.1,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=2.0,tc=0.1,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=1.0,tc=0.1,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=4.0,tc=0.1,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=2.0,tc=0.1,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=1.0,tc=0.1,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=4.0,tc=0.1,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=2.0,tc=0.1,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=1.0,tc=0.1,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=4.0,tc=0.5,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=2.0,tc=0.5,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=1.0,tc=0.5,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=4.0,tc=0.5,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=2.0,tc=0.5,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=1.0,tc=0.5,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=4.0,tc=0.5,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=2.0,tc=0.5,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=1.0,tc=0.5,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=4.0,tc=0.5,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=2.0,tc=0.5,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=1.0,tc=0.5,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=4.0,tc=1.0,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=2.0,tc=1.0,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=1.0,tc=1.0,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=4.0,tc=1.0,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=2.0,tc=1.0,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=1.0,tc=1.0,hl=45)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=4.0,tc=1.0,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=2.0,tc=1.0,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=240,k=1.0,tc=1.0,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=4.0,tc=1.0,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=2.0,tc=1.0,hl=90)",3.113,7.266,0.170,-0.053
"CVXPYMVUtility(mw=0.03,lb=280,k=1.0,tc=1.0,hl=90)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=240,rb=12,hl=45)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=240,rb=12,hl=90)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=240,rb=24,hl=45)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=240,rb=24,hl=90)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=280,rb=12,hl=45)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=280,rb=12,hl=90)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=280,rb=24,hl=45)",3.113,7.266,0.170,-0.053
"HRP(mw=0.03,lb=280,rb=24,hl=90)",3.113,7.266,0.170,-0.053
"MinVarBayesian(mw=0.02,lb=240,hl=45)",3.107,6.786,0.161,-0.042
"CVXPYLedoitSharpe(mw=0.03,lb=240,l2=0.05,hl=45)",3.090,7.218,0.163,-0.064
"CVXPYLedoitSharpe(mw=0.03,lb=240,l2=0.01,hl=45)",3.090,7.217,0.163,-0.064
"CVXPYLedoitSharpe(mw=0.03,lb=240,l2=0.001,hl=45)",3.088,7.204,0.163,-0.064
"KellyOptimal(mw=0.03,lb=280,kf=0.7,hl=90)",3.067,6.836,0.176,-0.053
"KellyOptimal(mw=0.03,lb=280,kf=0.5,hl=90)",3.067,6.836,0.176,-0.053
"KellyOptimal(mw=0.03,lb=280,kf=0.3,hl=90)",3.067,6.836,0.176,-0.053
"MinVarBayesian(mw=0.02,lb=280,hl=45)",3.066,6.668,0.161,-0.042
"QPOptimal(mw=0.03,lb=120,rb=15)",3.044,5.642,0.249,-0.077
"RegimeScaled(mw=0.03,lb=360,hl=60)",3.026,7.307,0.150,-0.060
"RegimeScaled(mw=0.03,lb=360,hl=90)",3.023,7.296,0.151,-0.059
