Strategy,Sharpe,Fitness,TO,DD
"RegimeScaled(mw=0.03,lb=360,hl=30)",3.013,7.264,0.150,-0.062
"KellyOptimal(mw=0.03,lb=240,kf=0.3,hl=90)",2.984,6.565,0.176,-0.055
"KellyOptimal(mw=0.03,lb=240,kf=0.5,hl=90)",2.984,6.565,0.176,-0.055
"KellyOptimal(mw=0.03,lb=240,kf=0.7,hl=90)",2.984,6.565,0.176,-0.055
"RegimeScaled(mw=0.03,lb=280,hl=90)",2.977,7.102,0.151,-0.059
"ProperDecay(mw=0.03,lb=280,d=2,hl=90)",2.972,7.081,0.152,-0.059
"RegimeScaled(mw=0.03,lb=240,hl=90)",2.967,7.058,0.151,-0.061
"ProperDDControl(mw=0.03,lb=240,mdd=0.03)",2.964,7.017,0.150,-0.066
"ProperDecay(mw=0.03,lb=240,d=2,hl=90)",2.963,7.037,0.152,-0.061
"RegimeScaled(mw=0.03,lb=280,hl=60)",2.946,6.994,0.151,-0.061
"HRP(mw=0.02,lb=240,rb=12,hl=45)",2.942,6.773,0.143,-0.046
"HRP(mw=0.02,lb=240,rb=12,hl=90)",2.942,6.773,0.143,-0.046
"HRP(mw=0.02,lb=240,rb=24,hl=45)",2.942,6.773,0.143,-0.046
"HRP(mw=0.02,lb=240,rb=24,hl=90)",2.942,6.773,0.143,-0.046
"HRP(mw=0.02,lb=280,rb=12,hl=45)",2.942,6.773,0.143,-0.046
"HRP(mw=0.02,lb=280,rb=12,hl=90)",2.942,6.773,0.143,-0.046
"HRP(mw=0.02,lb=280,rb=24,hl=45)",2.942,6.773,0.143,-0.046
"HRP(mw=0.02,lb=280,rb=24,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=4.0,tc=1.0,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=2.0,tc=1.0,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=1.0,tc=1.0,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=4.0,tc=1.0,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=2.0,tc=1.0,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=1.0,tc=1.0,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=4.0,tc=1.0,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=2.0,tc=1.0,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=1.0,tc=1.0,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=4.0,tc=1.0,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=2.0,tc=1.0,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=1.0,tc=1.0,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=4.0,tc=0.5,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=2.0,tc=0.5,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=1.0,tc=0.5,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=4.0,tc=0.5,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=2.0,tc=0.5,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=1.0,tc=0.5,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=4.0,tc=0.5,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=2.0,tc=0.5,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=1.0,tc=0.5,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=4.0,tc=0.5,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=2.0,tc=0.5,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=1.0,tc=0.5,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=4.0,tc=0.1,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=2.0,tc=0.1,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=1.0,tc=0.1,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=4.0,tc=0.1,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=2.0,tc=0.1,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=1.0,tc=0.1,hl=90)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=4.0,tc=0.1,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=2.0,tc=0.1,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=280,k=1.0,tc=0.1,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=4.0,tc=0.1,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=2.0,tc=0.1,hl=45)",2.942,6.773,0.143,-0.046
"CVXPYMVUtility(mw=0.02,lb=240,k=1.0,tc=0.1,hl=45)",2.942,6.773,0.143,-0.046
"ProperDecay(mw=0.03,lb=280,d=2,hl=60)",2.942,6.973,0.151,-0.061
"RegimeScaled(mw=0.03,lb=240,hl=60)",2.933,6.938,0.151,-0.063
"KellyOptimal(mw=0.03,lb=280,kf=0.3,hl=45)",2.931,6.369,0.176,-0.057
"KellyOptimal(mw=0.03,lb=280,kf=0.5,hl=45)",2.931,6.369,0.176,-0.057
"KellyOptimal(mw=0.03,lb=280,kf=0.7,hl=45)",2.931,6.369,0.176,-0.057
"ProperDecay(mw=0.03,lb=240,d=2,hl=60)",2.928,6.918,0.151,-0.063
"ProperDDControl(mw=0.03,lb=280,mdd=0.03)",2.926,6.881,0.150,-0.065
"RegimeScaled(mw=0.03,lb=240,hl=30)",2.904,6.852,0.149,-0.067
"ProperDecay(mw=0.03,lb=240,d=2,hl=30)",2.899,6.832,0.150,-0.067
"ProperDDControl(mw=0.03,lb=240,mdd=0.08)",2.899,6.832,0.150,-0.067
"RegimeScaled(mw=0.03,lb=280,hl=30)",2.895,6.820,0.150,-0.065
"ProperDecay(mw=0.03,lb=280,d=2,hl=30)",2.890,6.800,0.150,-0.065
"ProperDDControl(mw=0.03,lb=280,mdd=0.08)",2.890,6.799,0.150,-0.065
"ProperDDControl(mw=0.03,lb=240,mdd=0.05)",2.887,6.773,0.150,-0.067
"ProperDDControl(mw=0.03,lb=280,mdd=0.05)",2.868,6.709,0.150,-0.066
"KellyOptimal(mw=0.03,lb=240,kf=0.5,hl=45)",2.845,6.111,0.176,-0.060
"KellyOptimal(mw=0.03,lb=240,kf=0.3,hl=45)",2.845,6.111,0.176,-0.060
"KellyOptimal(mw=0.03,lb=240,kf=0.7,hl=45)",2.845,6.111,0.176,-0.060
"SelectSharpe(n=13,d=3)",2.762,6.637,0.121,-0.054
"KellyOptimal(mw=0.02,lb=280,kf=0.5,hl=90)",2.729,5.808,0.149,-0.046
"KellyOptimal(mw=0.02,lb=280,kf=0.7,hl=90)",2.729,5.808,0.149,-0.046
"KellyOptimal(mw=0.02,lb=280,kf=0.3,hl=90)",2.729,5.808,0.149,-0.046
"SelectSharpe(n=14,d=3)",2.701,6.353,0.122,-0.055
"CVXPYRegimeUtil(mw=0.03,lb=280,k=1.0,rs=3.0,hl=90)",2.664,5.730,0.157,-0.077
"KellyOptimal(mw=0.02,lb=240,kf=0.3,hl=90)",2.661,5.618,0.149,-0.051
"KellyOptimal(mw=0.02,lb=240,kf=0.5,hl=90)",2.661,5.618,0.149,-0.051
"KellyOptimal(mw=0.02,lb=240,kf=0.7,hl=90)",2.661,5.618,0.149,-0.051
"CVXPYRegimeUtil(mw=0.03,lb=280,k=2.0,rs=2.0,hl=90)",2.660,5.712,0.158,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=1.0,rs=2.0,hl=90)",2.659,5.719,0.157,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=1.0,rs=5.0,hl=90)",2.658,5.699,0.158,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=2.0,rs=3.0,hl=90)",2.654,5.680,0.158,-0.076
"CVXPYRegimeUtil(mw=0.03,lb=240,k=2.0,rs=5.0,hl=90)",2.644,5.624,0.159,-0.078
"ProperDecay(mw=0.05,lb=240,d=3,hl=30)",2.638,6.462,0.138,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=2.0,rs=5.0,hl=90)",2.637,5.607,0.159,-0.076
"ProperDecay(mw=0.05,lb=240,d=3,hl=60)",2.625,6.393,0.139,-0.076
"ProperDecay(mw=0.05,lb=240,d=3,hl=90)",2.625,6.387,0.140,-0.074
"CVXPYRegimeUtil(mw=0.03,lb=240,k=2.0,rs=5.0,hl=45)",2.624,5.579,0.156,-0.080
"ProperDecay(mw=0.05,lb=280,d=3,hl=90)",2.624,6.392,0.140,-0.073
"ProperDecay(mw=0.05,lb=280,d=3,hl=60)",2.623,6.392,0.139,-0.074
"ProperDecay(mw=0.05,lb=280,d=3,hl=30)",2.620,6.400,0.138,-0.076
"CVXPYRegimeUtil(mw=0.03,lb=240,k=2.0,rs=3.0,hl=90)",2.608,5.510,0.158,-0.079
"CVXPYRegimeUtil(mw=0.03,lb=240,k=1.0,rs=5.0,hl=90)",2.597,5.472,0.158,-0.079
"KellyOptimal(mw=0.02,lb=280,kf=0.3,hl=45)",2.581,5.318,0.149,-0.048
"KellyOptimal(mw=0.02,lb=280,kf=0.5,hl=45)",2.581,5.318,0.149,-0.048
"KellyOptimal(mw=0.02,lb=280,kf=0.7,hl=45)",2.581,5.318,0.149,-0.048
"CVXPYRegimeUtil(mw=0.03,lb=240,k=2.0,rs=2.0,hl=90)",2.580,5.417,0.159,-0.079
"CVXPYRegimeUtil(mw=0.03,lb=240,k=2.0,rs=3.0,hl=45)",2.569,5.399,0.156,-0.080
"CVXPYRegimeUtil(mw=0.03,lb=240,k=1.0,rs=3.0,hl=90)",2.567,5.374,0.159,-0.079
"CVXPYRegimeUtil(mw=0.03,lb=280,k=2.0,rs=3.0,hl=45)",2.566,5.398,0.156,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=1.0,rs=5.0,hl=45)",2.565,5.399,0.155,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=1.0,rs=2.0,hl=45)",2.564,5.411,0.155,-0.078
"CVXPYRegimeUtil(mw=0.03,lb=280,k=1.0,rs=3.0,hl=45)",2.561,5.395,0.155,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=2.0,rs=2.0,hl=45)",2.558,5.381,0.155,-0.077
"CVXPYRegimeUtil(mw=0.03,lb=280,k=2.0,rs=5.0,hl=45)",2.557,5.353,0.156,-0.076
"CVXPYRegimeUtil(mw=0.03,lb=240,k=1.0,rs=5.0,hl=45)",2.550,5.339,0.156,-0.080
"CVXPYRegimeUtil(mw=0.03,lb=240,k=1.0,rs=2.0,hl=90)",2.543,5.297,0.159,-0.079
"SelectSharpe(n=15,d=3)",2.538,5.787,0.122,-0.056
"CVXPYRegimeUtil(mw=0.03,lb=240,k=2.0,rs=2.0,hl=45)",2.525,5.256,0.156,-0.080
"CVXPYLedoitSharpe(mw=0.02,lb=280,l2=0.05,hl=90)",2.520,5.372,0.139,-0.049
"CVXPYLedoitSharpe(mw=0.02,lb=280,l2=0.01,hl=90)",2.520,5.371,0.139,-0.049
"CVXPYLedoitSharpe(mw=0.02,lb=280,l2=0.001,hl=90)",2.519,5.361,0.139,-0.049
"KellyOptimal(mw=0.02,lb=240,kf=0.3,hl=45)",2.502,5.114,0.148,-0.053
"KellyOptimal(mw=0.02,lb=240,kf=0.5,hl=45)",2.502,5.114,0.148,-0.053
"KellyOptimal(mw=0.02,lb=240,kf=0.7,hl=45)",2.502,5.114,0.148,-0.053
"CVXPYRegimeUtil(mw=0.03,lb=240,k=1.0,rs=3.0,hl=45)",2.498,5.171,0.156,-0.080
"CVXPYRegimeUtil(mw=0.03,lb=240,k=1.0,rs=2.0,hl=45)",2.462,5.054,0.157,-0.081
"CVXPYLedoitSharpe(mw=0.02,lb=240,l2=0.001,hl=90)",2.372,4.895,0.139,-0.050
"CVXPYLedoitSharpe(mw=0.02,lb=240,l2=0.01,hl=90)",2.365,4.881,0.139,-0.050
"CVXPYLedoitSharpe(mw=0.02,lb=280,l2=0.05,hl=45)",2.365,4.871,0.138,-0.053
"CVXPYLedoitSharpe(mw=0.02,lb=240,l2=0.05,hl=90)",2.365,4.881,0.139,-0.050
"CVXPYLedoitSharpe(mw=0.02,lb=280,l2=0.01,hl=45)",2.365,4.869,0.138,-0.053
"CVXPYLedoitSharpe(mw=0.02,lb=280,l2=0.001,hl=45)",2.360,4.848,0.138,-0.053
RankDecay(d=3),2.283,4.915,0.125,-0.046
"RegimeScaled(mw=0.02,lb=360,hl=90)",2.247,4.741,0.128,-0.057
"CVXPYLedoitSharpe(mw=0.02,lb=240,l2=0.05,hl=45)",2.208,4.393,0.138,-0.055
"CVXPYLedoitSharpe(mw=0.02,lb=240,l2=0.01,hl=45)",2.208,4.392,0.138,-0.055
"CVXPYLedoitSharpe(mw=0.02,lb=240,l2=0.001,hl=45)",2.208,4.385,0.138,-0.055
"ProperDecay(mw=0.03,lb=280,d=3,hl=90)",2.196,4.838,0.131,-0.065
"ProperDecay(mw=0.03,lb=240,d=3,hl=90)",2.195,4.830,0.131,-0.066
"RegimeScaled(mw=0.02,lb=360,hl=60)",2.188,4.560,0.127,-0.056
"ProperDecay(mw=0.03,lb=240,d=3,hl=30)",2.180,4.795,0.129,-0.072
"ProperDecay(mw=0.03,lb=240,d=3,hl=60)",2.179,4.778,0.130,-0.069
"ProperDecay(mw=0.03,lb=280,d=3,hl=60)",2.178,4.783,0.130,-0.067
"ProperDecay(mw=0.05,lb=240,d=4,hl=30)",2.155,5.019,0.124,-0.081
"RegimeScaled(mw=0.02,lb=360,hl=30)",2.151,4.443,0.127,-0.055
"ProperDecay(mw=0.03,lb=280,d=3,hl=30)",2.148,4.689,0.129,-0.070
"ProperDecay(mw=0.05,lb=280,d=4,hl=30)",2.137,4.960,0.125,-0.080
"ProperDecay(mw=0.05,lb=240,d=4,hl=60)",2.131,4.919,0.126,-0.080
"ProperDecay(mw=0.05,lb=280,d=4,hl=60)",2.123,4.899,0.126,-0.078
"ProperDecay(mw=0.05,lb=240,d=4,hl=90)",2.115,4.862,0.126,-0.078
"ProperDecay(mw=0.05,lb=280,d=4,hl=90)",2.111,4.854,0.126,-0.077
"RegimeScaled(mw=0.02,lb=280,hl=90)",2.084,4.217,0.128,-0.058
"ProperDecay(mw=0.02,lb=280,d=2,hl=90)",2.076,4.188,0.128,-0.058
"RegimeScaled(mw=0.02,lb=240,hl=90)",2.037,4.063,0.128,-0.057
"ProperDecay(mw=0.02,lb=240,d=2,hl=90)",2.029,4.035,0.128,-0.057
"RegimeScaled(mw=0.02,lb=280,hl=60)",1.993,3.939,0.128,-0.057
"ProperDecay(mw=0.02,lb=280,d=2,hl=60)",1.984,3.911,0.128,-0.057
"RegimeScaled(mw=0.02,lb=240,hl=60)",1.951,3.805,0.128,-0.055
"ProperDecay(mw=0.02,lb=240,d=2,hl=60)",1.943,3.778,0.128,-0.055
"RegimeScaled(mw=0.02,lb=240,hl=30)",1.935,3.751,0.127,-0.057
"ProperDDControl(mw=0.02,lb=240,mdd=0.08)",1.926,3.723,0.127,-0.057
"ProperDecay(mw=0.02,lb=240,d=2,hl=30)",1.926,3.723,0.127,-0.057
"ProperDDControl(mw=0.02,lb=240,mdd=0.05)",1.924,3.705,0.127,-0.058
"RegimeScaled(mw=0.02,lb=280,hl=30)",1.923,3.722,0.127,-0.055
"ProperDDControl(mw=0.02,lb=280,mdd=0.08)",1.916,3.700,0.127,-0.055
"ProperDecay(mw=0.02,lb=280,d=2,hl=30)",1.914,3.694,0.127,-0.055
"CVXPYRegimeUtil(mw=0.02,lb=240,k=2.0,rs=3.0,hl=90)",1.899,3.349,0.143,-0.073
"ProperDDControl(mw=0.02,lb=280,mdd=0.05)",1.898,3.637,0.127,-0.056
"CVXPYRegimeUtil(mw=0.02,lb=240,k=1.0,rs=5.0,hl=90)",1.894,3.339,0.143,-0.073
"CVXPYRegimeUtil(mw=0.02,lb=240,k=2.0,rs=5.0,hl=90)",1.891,3.315,0.144,-0.073
"CVXPYRegimeUtil(mw=0.02,lb=240,k=2.0,rs=2.0,hl=90)",1.883,3.314,0.143,-0.073
"CVXPYRegimeUtil(mw=0.02,lb=240,k=1.0,rs=3.0,hl=90)",1.860,3.261,0.143,-0.073
"ProperDDControl(mw=0.02,lb=240,mdd=0.03)",1.850,3.458,0.127,-0.059
"ProperDDControl(mw=0.02,lb=280,mdd=0.03)",1.836,3.419,0.127,-0.058
"CVXPYRegimeUtil(mw=0.02,lb=240,k=1.0,rs=2.0,hl=90)",1.830,3.186,0.143,-0.073
"CVXPYRegimeUtil(mw=0.02,lb=280,k=2.0,rs=5.0,hl=90)",1.797,3.091,0.144,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=280,k=1.0,rs=5.0,hl=90)",1.769,3.039,0.143,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=280,k=2.0,rs=3.0,hl=90)",1.766,3.029,0.143,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=280,k=2.0,rs=2.0,hl=90)",1.765,3.030,0.142,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=240,k=2.0,rs=3.0,hl=45)",1.764,3.017,0.142,-0.075
"CVXPYRegimeUtil(mw=0.02,lb=280,k=1.0,rs=3.0,hl=90)",1.758,3.015,0.142,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=240,k=1.0,rs=5.0,hl=45)",1.758,3.004,0.142,-0.075
"CVXPYRegimeUtil(mw=0.02,lb=240,k=2.0,rs=5.0,hl=45)",1.751,2.976,0.143,-0.075
"CVXPYRegimeUtil(mw=0.02,lb=280,k=1.0,rs=2.0,hl=90)",1.746,2.985,0.142,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=240,k=2.0,rs=2.0,hl=45)",1.737,2.954,0.142,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=240,k=1.0,rs=3.0,hl=45)",1.701,2.864,0.142,-0.076
"CVXPYRegimeUtil(mw=0.02,lb=240,k=1.0,rs=2.0,hl=45)",1.654,2.753,0.142,-0.076
"ProperDecay(mw=0.03,lb=240,d=4,hl=30)",1.631,3.277,0.116,-0.077
"CVXPYRegimeUtil(mw=0.02,lb=280,k=2.0,rs=3.0,hl=45)",1.626,2.679,0.142,-0.077
"CVXPYRegimeUtil(mw=0.02,lb=280,k=1.0,rs=5.0,hl=45)",1.622,2.669,0.142,-0.077
"CVXPYRegimeUtil(mw=0.02,lb=280,k=2.0,rs=5.0,hl=45)",1.618,2.637,0.143,-0.077
"CVXPYRegimeUtil(mw=0.02,lb=280,k=2.0,rs=2.0,hl=45)",1.608,2.635,0.142,-0.077
"ProperDecay(mw=0.03,lb=240,d=4,hl=90)",1.601,3.177,0.118,-0.072
"ProperDecay(mw=0.03,lb=240,d=4,hl=60)",1.599,3.173,0.117,-0.075
"ProperDecay(mw=0.03,lb=280,d=4,hl=90)",1.599,3.174,0.118,-0.071
"CVXPYRegimeUtil(mw=0.02,lb=280,k=1.0,rs=3.0,hl=45)",1.590,2.593,0.142,-0.077
"ProperDecay(mw=0.03,lb=280,d=4,hl=60)",1.590,3.148,0.118,-0.073
"ProperDecay(mw=0.03,lb=280,d=4,hl=30)",1.582,3.131,0.117,-0.075
"CVXPYRegimeUtil(mw=0.02,lb=280,k=1.0,rs=2.0,hl=45)",1.568,2.539,0.142,-0.077
"ProperDecay(mw=0.02,lb=280,d=3,hl=90)",1.414,2.557,0.109,-0.073
"ProperDecay(mw=0.02,lb=240,d=3,hl=90)",1.357,2.398,0.109,-0.070
"ProperDecay(mw=0.02,lb=280,d=3,hl=60)",1.297,2.244,0.109,-0.073
"ProperDecay(mw=0.02,lb=240,d=3,hl=60)",1.257,2.135,0.109,-0.069
"ProperDecay(mw=0.02,lb=240,d=3,hl=30)",1.237,2.081,0.108,-0.065
"ProperDecay(mw=0.02,lb=280,d=3,hl=30)",1.197,1.984,0.108,-0.071
"ProperDecay(mw=0.02,lb=280,d=4,hl=90)",0.870,1.313,0.097,-0.088
"ProperDecay(mw=0.02,lb=240,d=4,hl=90)",0.822,1.203,0.097,-0.085
"ProperDecay(mw=0.02,lb=280,d=4,hl=60)",0.754,1.058,0.097,-0.089
"ProperDecay(mw=0.02,lb=240,d=4,hl=60)",0.728,1.001,0.097,-0.085
"ProperDecay(mw=0.02,lb=240,d=4,hl=30)",0.717,0.976,0.096,-0.080
"ProperDecay(mw=0.02,lb=280,d=4,hl=30)",0.660,0.863,0.096,-0.087
"RegimeDeadband(mw=0.02,lb=240,hl=30,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=240,hl=30,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=240,hl=30,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=240,hl=60,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=240,hl=60,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=240,hl=60,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=280,hl=30,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=280,hl=30,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=280,hl=30,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=280,hl=60,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=280,hl=60,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=280,hl=60,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=360,hl=30,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=360,hl=30,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=360,hl=30,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=360,hl=60,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=360,hl=60,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.02,lb=360,hl=60,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=240,hl=30,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=240,hl=30,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=240,hl=30,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=240,hl=60,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=240,hl=60,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=240,hl=60,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=280,hl=30,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=280,hl=30,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=280,hl=30,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=280,hl=60,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=280,hl=60,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=280,hl=60,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=360,hl=30,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=360,hl=30,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=360,hl=30,db=0.004)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=360,hl=60,db=0.001)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=360,hl=60,db=0.002)",0.000,0.000,0.000,0.000
"RegimeDeadband(mw=0.03,lb=360,hl=60,db=0.004)",0.000,0.000,0.000,0.000
